,fileName,baby,bird,car,clouds,dog,female,flower,male,night,people,portrait,river,sea,tree,classes
484,train/images/im485.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
486,train/images/im487.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
488,train/images/im489.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
492,train/images/im493.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
494,train/images/im495.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
497,train/images/im498.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
498,train/images/im499.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
499,train/images/im500.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
501,train/images/im502.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
503,train/images/im504.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
504,train/images/im505.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['dog']
505,train/images/im506.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,['river']
506,train/images/im507.jpg,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"['people', 'portrait']"
507,train/images/im508.jpg,0,0,0,0,0,1,0,1,0,1,0,0,0,0,"['female', 'male', 'people']"
509,train/images/im510.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['night']
510,train/images/im511.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
511,train/images/im512.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
512,train/images/im513.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
516,train/images/im517.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['people']
519,train/images/im520.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,['tree']
520,train/images/im521.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
521,train/images/im522.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
522,train/images/im523.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
523,train/images/im524.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
525,train/images/im526.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['people']
528,train/images/im529.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
529,train/images/im530.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
534,train/images/im535.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
537,train/images/im538.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"['clouds', 'tree']"
541,train/images/im542.jpg,0,0,0,0,0,1,0,1,0,1,0,0,0,0,"['female', 'male', 'people']"
542,train/images/im543.jpg,0,0,0,0,0,1,0,1,0,1,0,0,0,0,"['female', 'male', 'people']"
544,train/images/im545.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
546,train/images/im547.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
547,train/images/im548.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
548,train/images/im549.jpg,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"['clouds', 'night']"
550,train/images/im551.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
552,train/images/im553.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
554,train/images/im555.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
555,train/images/im556.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
559,train/images/im560.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
565,train/images/im566.jpg,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"['dog', 'people']"
566,train/images/im567.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
570,train/images/im571.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
571,train/images/im572.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['people']
573,train/images/im574.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,['tree']
574,train/images/im575.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
576,train/images/im577.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
579,train/images/im580.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
582,train/images/im583.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
584,train/images/im585.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
585,train/images/im586.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
586,train/images/im587.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['night']
587,train/images/im588.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
590,train/images/im591.jpg,0,0,0,0,0,1,0,1,0,1,0,0,0,0,"['female', 'male', 'people']"
591,train/images/im592.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
592,train/images/im593.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
593,train/images/im594.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,['tree']
594,train/images/im595.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['people']
597,train/images/im598.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
598,train/images/im599.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['people']
601,train/images/im602.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
602,train/images/im603.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
603,train/images/im604.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
605,train/images/im606.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['night']
606,train/images/im607.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
609,train/images/im610.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
615,train/images/im616.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
617,train/images/im618.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,['bird']
618,train/images/im619.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['people']
619,train/images/im620.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
620,train/images/im621.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['night']
622,train/images/im623.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
624,train/images/im625.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
625,train/images/im626.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
626,train/images/im627.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,['tree']
629,train/images/im630.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
631,train/images/im632.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['night']
632,train/images/im633.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
634,train/images/im635.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
635,train/images/im636.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
636,train/images/im637.jpg,0,0,0,0,0,0,0,1,1,1,0,0,0,0,"['male', 'night', 'people']"
637,train/images/im638.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
639,train/images/im640.jpg,1,0,0,0,0,1,0,0,0,1,1,0,0,0,"['baby', 'female', 'people', 'portrait']"
641,train/images/im642.jpg,0,0,0,0,0,1,0,1,0,1,0,0,0,0,"['female', 'male', 'people']"
643,train/images/im644.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
644,train/images/im645.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
645,train/images/im646.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
646,train/images/im647.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['night']
647,train/images/im648.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['people']
652,train/images/im653.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
653,train/images/im654.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['people']
655,train/images/im656.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
656,train/images/im657.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
657,train/images/im658.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
659,train/images/im660.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
663,train/images/im664.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
665,train/images/im666.jpg,0,0,0,1,0,1,0,0,0,1,1,1,0,0,"['clouds', 'female', 'people', 'portrait', 'river']"
667,train/images/im668.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
669,train/images/im670.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
670,train/images/im671.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
671,train/images/im672.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
674,train/images/im675.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['people']
675,train/images/im676.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
676,train/images/im677.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['people']
678,train/images/im679.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['people']
679,train/images/im680.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
680,train/images/im681.jpg,1,0,0,0,0,0,0,0,0,1,1,0,0,0,"['baby', 'people', 'portrait']"
683,train/images/im684.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['people']
684,train/images/im685.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['people']
687,train/images/im688.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
688,train/images/im689.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
690,train/images/im691.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
692,train/images/im693.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
694,train/images/im695.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
695,train/images/im696.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,['tree']
697,train/images/im698.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
699,train/images/im700.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"['clouds', 'tree']"
700,train/images/im701.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
701,train/images/im702.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,['bird']
705,train/images/im706.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['night']
706,train/images/im707.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
709,train/images/im710.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['night']
711,train/images/im712.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
712,train/images/im713.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['night']
714,train/images/im715.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['people']
715,train/images/im716.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
718,train/images/im719.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
720,train/images/im721.jpg,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"['people', 'portrait']"
724,train/images/im725.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
727,train/images/im728.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['people']
728,train/images/im729.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
729,train/images/im730.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['night']
731,train/images/im732.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
734,train/images/im735.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
736,train/images/im737.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
737,train/images/im738.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
742,train/images/im743.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['dog']
743,train/images/im744.jpg,0,0,0,0,0,1,0,1,0,1,0,0,0,0,"['female', 'male', 'people']"
746,train/images/im747.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
747,train/images/im748.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,['tree']
748,train/images/im749.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['night']
749,train/images/im750.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,['bird']
750,train/images/im751.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
751,train/images/im752.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,['bird']
752,train/images/im753.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
754,train/images/im755.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['night']
755,train/images/im756.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
756,train/images/im757.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,['sea']
757,train/images/im758.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['people']
758,train/images/im759.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
759,train/images/im760.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
760,train/images/im761.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
761,train/images/im762.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"['clouds', 'tree']"
764,train/images/im765.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
766,train/images/im767.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['people']
773,train/images/im774.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
775,train/images/im776.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"['night', 'tree']"
776,train/images/im777.jpg,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"['night', 'people']"
779,train/images/im780.jpg,1,0,0,0,0,0,0,0,0,1,1,0,0,0,"['baby', 'people', 'portrait']"
780,train/images/im781.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,['bird']
782,train/images/im783.jpg,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"['clouds', 'sea']"
785,train/images/im786.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
786,train/images/im787.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,['bird']
788,train/images/im789.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
792,train/images/im793.jpg,0,0,0,0,0,1,0,1,0,1,0,0,0,0,"['female', 'male', 'people']"
793,train/images/im794.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
795,train/images/im796.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
796,train/images/im797.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
801,train/images/im802.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
803,train/images/im804.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
804,train/images/im805.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['people']
805,train/images/im806.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
807,train/images/im808.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,['tree']
808,train/images/im809.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
809,train/images/im810.jpg,0,0,1,0,0,1,0,1,0,1,1,0,0,0,"['car', 'female', 'male', 'people', 'portrait']"
812,train/images/im813.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
813,train/images/im814.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['car']
815,train/images/im816.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
817,train/images/im818.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"['clouds', 'tree']"
818,train/images/im819.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
819,train/images/im820.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
820,train/images/im821.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
821,train/images/im822.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
822,train/images/im823.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
826,train/images/im827.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
828,train/images/im829.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,['male']
831,train/images/im832.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
832,train/images/im833.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['dog']
833,train/images/im834.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
834,train/images/im835.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
836,train/images/im837.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
838,train/images/im839.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
839,train/images/im840.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
840,train/images/im841.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
842,train/images/im843.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
843,train/images/im844.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
847,train/images/im848.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
848,train/images/im849.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,['bird']
849,train/images/im850.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
850,train/images/im851.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['car']
851,train/images/im852.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
852,train/images/im853.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['car']
853,train/images/im854.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
855,train/images/im856.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
860,train/images/im861.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
861,train/images/im862.jpg,0,0,0,0,0,1,0,1,0,1,0,0,0,0,"['female', 'male', 'people']"
863,train/images/im864.jpg,0,0,0,0,0,1,0,1,0,1,0,0,0,0,"['female', 'male', 'people']"
864,train/images/im865.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
865,train/images/im866.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,['tree']
866,train/images/im867.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
867,train/images/im868.jpg,0,0,0,0,0,0,0,0,1,1,1,0,0,0,"['night', 'people', 'portrait']"
870,train/images/im871.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,['tree']
872,train/images/im873.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
873,train/images/im874.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
874,train/images/im875.jpg,0,0,0,0,0,1,0,1,0,1,0,0,0,0,"['female', 'male', 'people']"
876,train/images/im877.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
880,train/images/im881.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
882,train/images/im883.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
883,train/images/im884.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
885,train/images/im886.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
887,train/images/im888.jpg,0,0,0,0,0,0,1,1,0,1,1,0,0,0,"['flower', 'male', 'people', 'portrait']"
889,train/images/im890.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
891,train/images/im892.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
892,train/images/im893.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,['bird']
894,train/images/im895.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
895,train/images/im896.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
896,train/images/im897.jpg,0,0,0,0,0,1,0,0,0,1,0,0,1,0,"['female', 'people', 'sea']"
897,train/images/im898.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
898,train/images/im899.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['people']
900,train/images/im901.jpg,0,0,0,0,0,1,0,1,0,1,1,0,0,0,"['female', 'male', 'people', 'portrait']"
902,train/images/im903.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['people']
905,train/images/im906.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
906,train/images/im907.jpg,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"['people', 'portrait']"
907,train/images/im908.jpg,0,0,0,0,0,1,0,1,0,1,1,0,0,0,"['female', 'male', 'people', 'portrait']"
908,train/images/im909.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['dog']
913,train/images/im914.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
917,train/images/im918.jpg,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"['night', 'people']"
920,train/images/im921.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
923,train/images/im924.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
924,train/images/im925.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
928,train/images/im929.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
929,train/images/im930.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
931,train/images/im932.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
932,train/images/im933.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['car']
934,train/images/im935.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
937,train/images/im938.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
938,train/images/im939.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
942,train/images/im943.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
943,train/images/im944.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['night']
944,train/images/im945.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
946,train/images/im947.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
947,train/images/im948.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
948,train/images/im949.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
949,train/images/im950.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
950,train/images/im951.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['people']
952,train/images/im953.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
953,train/images/im954.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['people']
955,train/images/im956.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
956,train/images/im957.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
957,train/images/im958.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
958,train/images/im959.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
961,train/images/im962.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
963,train/images/im964.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
964,train/images/im965.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,['female']
965,train/images/im966.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
967,train/images/im968.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
968,train/images/im969.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
969,train/images/im970.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
970,train/images/im971.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
971,train/images/im972.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
972,train/images/im973.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
974,train/images/im975.jpg,0,0,0,0,0,1,0,1,0,1,0,0,0,0,"['female', 'male', 'people']"
975,train/images/im976.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
977,train/images/im978.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['night']
978,train/images/im979.jpg,0,0,0,0,0,1,0,1,0,1,0,0,0,0,"['female', 'male', 'people']"
979,train/images/im980.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['night']
